,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
280731,169716.0,-0.253302740377714,0.577194431591844,0.489081415636045,-0.469938852763074,0.925805282499027,-0.632575874512353,0.806294793933205,-0.0880564456650488,-0.621745096039295,-0.368793976615978,0.522488789951129,0.800479251636185,0.28914850909041,0.357614308002886,-0.845744610019159,-0.0624496574041827,-0.583634194604888,-0.0718896044317216,0.931336153549674,0.0194774405137354,-0.116907806086421,-0.34846684035875,0.0266944811840555,-0.320673801966912,-0.750335740711981,0.182649967145172,0.11941875702281,0.178691276048671,6.15,0
238868,149859.0,1.16915850779063,-1.63727373594825,-1.74495170300203,1.0170211460571,-0.49666632567141,0.0659374992406505,0.0682605993359793,0.0282891024889298,1.14597013105984,-0.575068740928371,0.497374708274574,0.528447322235643,-1.09158381132898,-1.13700068178573,-1.70726473503403,0.0154430991257301,0.869033234964745,0.799354988633327,0.208256377044329,0.616033152110295,0.428777391287136,0.660599660747743,-0.402060930866363,0.77896611400169,0.0398461502696954,0.756804601763649,-0.115739702399022,0.026002574786976,417.95,0
166298,117982.0,2.37322402007017,-1.33556788762004,-1.31982074722617,-1.69647997248028,-0.880683146321877,-0.513304805802251,-1.00888833878579,-0.243053832492315,-1.14837421753816,1.58681184989818,-1.94584996368075,-1.17671838323645,0.473227792689141,-0.429206985395291,-0.136735245723708,-0.325222867286159,0.154966168532821,0.194606295988218,0.259124058526968,-0.420843492461911,-0.238237927499855,-0.153079998713509,0.102515191553258,-1.02321033670795,-0.0329304368426386,-0.098081035686297,0.0069085652387733,-0.0620709244383005,15.0,0
187070,127369.0,1.91558436095503,0.506394472148985,-0.678832125956176,3.82223266261604,0.581985761033957,0.332912715637168,0.139514666721987,-0.0597875361781058,-0.765464432553387,1.34781352279486,-1.41980537836538,0.256276058797738,0.714375557476978,-0.184130476451802,-1.5707749410378,0.450437746955454,-0.59433138562805,-0.573445135442515,-1.32138739595568,-0.217361453075382,0.078928911594489,0.401920791992887,0.0979544763215894,0.75022296705287,0.183615053747832,0.0608394242584789,-0.0271135055450617,-0.0414929894180666,11.33,0
148667,90116.0,0.205212212702671,0.921511239170603,0.170249940822088,-0.66446368201073,1.19810915676527,-0.417725983430007,1.18829685172933,-0.497908908604911,1.30978190867177,-0.602352875460438,-0.65342217349449,-2.2904223161521,2.77317170013134,1.08437378880119,-1.14019934115598,0.053754486838457,-0.213535366443145,-0.279310555391154,0.100310590577497,0.0994172579132486,-0.51602653896147,-0.843965651380151,-0.0820851894438963,-1.04578425226134,-0.364729609615852,0.132249497169945,0.0595397271994772,-0.140035868688251,10.28,0
104490,69086.0,-0.653044413885319,0.347068369250422,1.9463619671444,2.0508254860182,-1.40970493275406,1.01513995001106,-0.438633119832574,0.831912804932225,0.332769238235404,-0.519366251812657,0.179332500709373,1.35019741492688,-0.124471137305844,-0.38322384209684,-1.80747745494336,-1.12764798129651,0.94779812418824,0.318779458715631,2.43054787270297,0.215082843048481,-0.030716022442359,0.080385926005019,0.216029383611833,0.345391770322035,-0.246371769546745,-0.259797519400272,0.0299093115721547,0.0113149837858268,111.22,0
123400,76912.0,1.24019232994106,0.308664576621935,0.12995295306363,1.04654605297217,-0.109146982402726,-0.756313266369664,0.232167595747456,-0.215278857476241,0.0028187992732759,0.0079293725516694,-0.711213813991509,0.0797701386836418,0.0804110565688547,0.367661752957093,0.945852074411129,0.154726555528057,-0.557066190757366,-0.0337172254824588,-0.240396433947032,-0.100196337168778,0.0133143847425228,0.0539575763352948,-0.156990745231338,0.0389122408020155,0.730539308625003,-0.307815252521628,0.0105045343227044,0.0194128881650629,19.6,0
31924,36565.0,-1.69641887962401,1.4497867643667,1.82566513644567,-0.510283745162546,0.311368142637392,-0.650393472995259,0.629922925083854,-3.12557022086163,-0.189158370502617,0.0561886845207469,0.11080637899398,0.488321952232301,0.77305267821199,-0.413597257325292,0.306705556068006,-0.0373096409552692,-0.524045231687539,-0.501853318977503,-0.768827888438363,-0.557160347929956,2.25215826583923,-0.502606828325458,-0.0788904648608719,0.734724063481089,0.51250926272527,0.243247800649895,-0.45773672740042,-0.349264059522926,21.83,0
223071,143236.0,-0.130401002193164,0.374712230821612,0.274537535469637,-1.86010146466685,0.392127851632182,-0.621913290000349,0.930807483177043,-0.488513264937242,1.29667162379002,-0.999055648240793,-0.958643308262425,0.232374945054105,-0.20359167969402,-0.194773645913642,0.396089826272108,-1.75347655316327,0.323557272164518,-0.0094556293814954,2.05955341991625,0.0343611940118683,0.16519039691338,0.930573330588576,-0.287029466533712,0.824247716719869,-0.1593395870814,-0.0315800968854033,-0.22856959105098,-0.0491477726682688,12.95,0
65104,51429.0,-0.963748143774937,0.295662372668372,1.33609261884018,-1.62449525684791,0.145073890030501,-1.37934725618892,0.571282906738934,-0.290186268473261,1.50046992047702,-1.72460835731071,-0.449414739103678,-0.607476147512831,-1.69258448639798,-1.31112515790135,0.7422314980583,-0.191880984034475,0.588350023778681,0.765768944070362,-0.0354155571907635,-0.193704418482851,-0.0266572926306002,0.151023788669007,-0.249786337630188,0.258331136419795,0.177999542552839,-0.834766135074531,-0.295791936449882,-0.00534851177545,7.0,0
